x,y,z1,z2,z3,z4
1.4,0.75,-129.5567,0.12552,-0.1203824,-0.0051376
1.4,0.8,-129.5664,0.0931438,-0.0873399,-0.0058038
1.4,0.85,-129.5734,0.0683888,-0.061967,-0.0064218
1.4,0.9,-129.5783,0.049331,-0.0423201,-0.0070108
1.4,0.95,-129.5816,0.0345883,-0.027001,-0.0075873
1.4,1.0,-129.5835,0.0231545,-0.0149922,-0.0081623
1.4,1.05,-129.5845,0.0142838,-0.0055425,-0.0087412
1.4,1.1,-129.5847,0.0074204,0.001905,-0.0093254
1.4,1.15,-129.5842,0.0021422,0.0077711,-0.0099133
1.4,1.2,-129.5832,-0.001871,0.0123727,-0.0105017
1.4,1.25,-129.5819,-0.0048676,0.0159538,-0.0110862
1.4,1.3,-129.5802,-0.0070411,0.0187034,-0.0116622
1.4,1.35,-129.5784,-0.0085422,0.0207673,-0.012225
1.4,1.4,-129.5763,-0.0094922,0.022262,-0.0127698
1.4,1.45,-129.5742,-0.0099865,0.0232789,-0.0132923
1.4,1.5,-129.5719,-0.0101014,0.0238897,-0.0137883
1.4,1.55,-129.5697,-0.0099008,0.0241552,-0.0142543
1.4,1.6,-129.5674,-0.0094382,0.0241255,-0.0146873
1.4,1.65,-129.5651,-0.0087586,0.0238439,-0.0150852
1.4,1.7,-129.5629,-0.0079045,0.0233511,-0.0154466
1.4,1.75,-129.5607,-0.0069155,0.0226864,-0.0157708
1.4,1.8,-129.5586,-0.0058273,0.0218852,-0.0160579
1.4,1.85,-129.5566,-0.0046724,0.020981,-0.0163085
1.4,1.9,-129.5546,-0.0034811,0.020005,-0.0165239
1.4,1.95,-129.5528,-0.0022798,0.0189851,-0.0167053
1.4,2.0,-129.5511,-0.0010896,0.0179439,-0.0168543
1.4,2.05,-129.5494,7.32e-05,0.0168993,-0.0169726
1.4,2.1,-129.5479,0.001196,0.0158658,-0.0170618
1.4,2.15,-129.5464,0.0022688,0.0148546,-0.0171235
1.4,2.2,-129.5451,0.0032855,0.0138736,-0.0171592
1.4,2.25,-129.5438,0.0042429,0.0129275,-0.0171705
1.4,2.3,-129.5426,0.0051398,0.012019,-0.0171588
1.4,2.35,-129.5415,0.0059757,0.0111498,-0.0171255
1.4,2.4,-129.5405,0.0067507,0.0103214,-0.0170721
1.4,2.45,-129.5396,0.0074656,0.0095344,-0.0170001
1.4,2.5,-129.5387,0.0081226,0.0087881,-0.0169108
1.4,2.55,-129.5379,0.0087245,0.0080811,-0.0168057
1.4,2.6,-129.5372,0.0092748,0.0074114,-0.0166862
1.4,2.65,-129.5365,0.0097763,0.0067775,-0.0165538
1.4,2.7,-129.5359,0.0102316,0.0061782,-0.0164099
1.4,2.75,-129.5353,0.0106433,0.0056126,-0.0162559
1.4,2.8,-129.5348,0.0110135,0.0050796,-0.0160932
1.4,2.85,-129.5344,0.011345,0.0045779,-0.0159229
1.4,2.9,-129.534,0.0116402,0.0041062,-0.0157464
1.4,2.95,-129.5336,0.0119013,0.0036635,-0.0155649
1.4,3.0,-129.5333,0.0121306,0.0032487,-0.0153793
1.4,3.05,-129.533,0.0123305,0.0028603,-0.0151908
1.4,3.1,-129.5327,0.0125032,0.0024971,-0.0150003
1.4,3.15,-129.5325,0.012651,0.0021575,-0.0148086
1.4,3.2,-129.5323,0.0127762,0.0018402,-0.0146165
1.4,3.25,-129.5322,0.0128804,0.0015444,-0.0144248
1.4,3.3,-129.532,0.012965,0.0012691,-0.0142341
1.4,3.35,-129.5319,0.0130313,0.0010138,-0.0140451
1.4,3.4,-129.5318,0.0130806,0.0007776,-0.0138582
1.4,3.45,-129.5318,0.0131144,0.0005593,-0.0136737
1.4,3.5,-129.5317,0.0131343,0.0003578,-0.0134921
1.4,3.55,-129.5317,0.0131417,0.0001718,-0.0133136
1.4,3.6,-129.5317,0.013138,5e-07,-0.0131386
1.4,3.65,-129.5317,0.0131242,-0.0001569,-0.0129673
1.4,3.7,-129.5317,0.0131012,-0.0003011,-0.0128001
1.4,3.75,-129.5318,0.0130698,-0.0004329,-0.0126369
1.4,3.8,-129.5318,0.0130307,-0.0005528,-0.0124778
1.4,3.85,-129.5319,0.0129846,-0.0006618,-0.0123227
1.4,3.9,-129.5319,0.0129324,-0.0007605,-0.0121718
1.4,3.95,-129.532,0.012875,-0.0008499,-0.0120251
1.4,4.0,-129.5321,0.0128132,-0.0009308,-0.0118824
1.45,0.5,-129.4222,0.5625238,-0.5565829,-0.0059408
1.45,0.55,-129.4673,0.4127449,-0.4063804,-0.0063644
1.45,0.6,-129.5004,0.3059632,-0.2991279,-0.0068353
1.45,0.65,-129.5248,0.2283689,-0.2210473,-0.0073216
1.45,0.7,-129.5428,0.1710348,-0.1632429,-0.0077918
1.45,0.75,-129.5561,0.1280611,-0.1198321,-0.008229
1.45,0.8,-129.5658,0.0954651,-0.0868315,-0.0086335
1.45,0.85,-129.5727,0.0705011,-0.0614839,-0.0090172
1.45,0.9,-129.5776,0.0512406,-0.0418462,-0.0093943
1.45,0.95,-129.5808,0.0363014,-0.0265245,-0.0097769
1.45,1.0,-129.5827,0.0246788,-0.0145066,-0.0101721
1.45,1.05,-129.5836,0.0156289,-0.0050461,-0.0105828
1.45,1.1,-129.5837,0.0085971,0.002411,-0.0110082
1.45,1.15,-129.5832,0.0031617,0.0082833,-0.011445
1.45,1.2,-129.5822,-0.0009977,0.0128866,-0.0118888
1.45,1.25,-129.5808,-0.0041299,0.0164643,-0.0123344
1.45,1.3,-129.5791,-0.0064291,0.0192055,-0.0127764
1.45,1.35,-129.5772,-0.0080464,0.0212561,-0.0132096
1.45,1.4,-129.5751,-0.0091037,0.0227328,-0.0136291
1.45,1.45,-129.5729,-0.0096969,0.0237273,-0.0140304
1.45,1.5,-129.5706,-0.0099024,0.0243122,-0.0144098
1.45,1.55,-129.5683,-0.0097847,0.0245484,-0.0147637
1.45,1.6,-129.566,-0.0093974,0.0244872,-0.0150897
1.45,1.65,-129.5637,-0.0087864,0.0241724,-0.0153859
1.45,1.7,-129.5614,-0.0079945,0.0236455,-0.015651
1.45,1.75,-129.5592,-0.0070617,0.0229464,-0.0158846
1.45,1.8,-129.5571,-0.0060243,0.0221113,-0.016087
1.45,1.85,-129.555,-0.0049153,0.0211741,-0.0162587
1.45,1.9,-129.5531,-0.0037655,0.0201664,-0.0164008
1.45,1.95,-129.5512,-0.0026015,0.0191161,-0.0165146
1.45,2.0,-129.5495,-0.0014445,0.0180461,-0.0166015
1.45,2.05,-129.5478,-0.0003112,0.0169743,-0.016663
1.45,2.1,-129.5463,0.0007855,0.015915,-0.0167005
1.45,2.15,-129.5448,0.0018359,0.0148796,-0.0167155
1.45,2.2,-129.5435,0.0028334,0.0138758,-0.0167093
1.45,2.25,-129.5422,0.0037749,0.0129083,-0.0166833
1.45,2.3,-129.541,0.0046589,0.0119798,-0.0166387
1.45,2.35,-129.5399,0.0054849,0.011092,-0.0165769
1.45,2.4,-129.5389,0.0062528,0.0102463,-0.0164991
1.45,2.45,-129.538,0.0069633,0.0094433,-0.0164066
1.45,2.5,-129.5371,0.0076183,0.0086824,-0.0163008
1.45,2.55,-129.5363,0.0082205,0.0079622,-0.0161827
1.45,2.6,-129.5356,0.0087731,0.0072806,-0.0160538
1.45,2.65,-129.535,0.009279,0.0066361,-0.0159152
1.45,2.7,-129.5344,0.0097405,0.0060276,-0.0157682
1.45,2.75,-129.5338,0.0101598,0.005454,-0.0156139
1.45,2.8,-129.5333,0.0105393,0.0049142,-0.0154535
1.45,2.85,-129.5329,0.0108812,0.0044069,-0.0152881
1.45,2.9,-129.5325,0.0111879,0.0039307,-0.0151187
1.45,2.95,-129.5321,0.0114617,0.0034846,-0.0149463
1.45,3.0,-129.5318,0.0117045,0.0030672,-0.0147717
1.45,3.05,-129.5316,0.0119187,0.0026772,-0.0145959
1.45,3.1,-129.5313,0.0121063,0.002313,-0.0144194
1.45,3.15,-129.5311,0.0122696,0.0019733,-0.014243
1.45,3.2,-129.531,0.0124106,0.0016566,-0.0140673
1.45,3.25,-129.5308,0.0125309,0.001362,-0.0138929
1.45,3.3,-129.5307,0.0126319,0.0010885,-0.0137205
1.45,3.35,-129.5306,0.0127148,0.0008354,-0.0135503
1.45,3.4,-129.5305,0.012781,0.0006017,-0.0133827
1.45,3.45,-129.5305,0.0128317,0.0003862,-0.013218
1.45,3.5,-129.5305,0.0128685,0.0001878,-0.0130563
1.45,3.55,-129.5305,0.0128927,5.3e-06,-0.012898
1.45,3.6,-129.5305,0.0129056,-0.0001622,-0.0127433
1.45,3.65,-129.5305,0.0129083,-0.0003158,-0.0125924
1.45,3.7,-129.5305,0.0129016,-0.000456,-0.0124455
1.45,3.75,-129.5306,0.0128863,-0.0005837,-0.0123025
1.45,3.8,-129.5306,0.0128632,-0.0006997,-0.0121634
1.45,3.85,-129.5307,0.0128329,-0.0008046,-0.0120283
1.45,3.9,-129.5308,0.0127964,-0.0008994,-0.011897
1.45,3.95,-129.5309,0.0127543,-0.0009848,-0.0117695
1.45,4.0,-129.531,0.0127076,-0.0010616,-0.0116459
1.5,0.5,-129.4215,0.5656061,-0.5563268,-0.0092792
1.5,0.55,-129.4666,0.41551,-0.4060675,-0.0094424
1.5,0.6,-129.4996,0.3084318,-0.2987804,-0.0096514
1.5,0.65,-129.5239,0.2305787,-0.2206939,-0.0098847
1.5,0.7,-129.5419,0.1730265,-0.1629054,-0.010121
1.5,0.75,-129.5552,0.1298654,-0.1195171,-0.0103483
1.5,0.8,-129.5648,0.0970992,-0.086533,-0.0105662
1.5,0.85,-129.5718,0.0719722,-0.0611901,-0.0107821
1.5,0.9,-129.5766,0.0525512,-0.0415457,-0.0110055
1.5,0.95,-129.5798,0.0374537,-0.0262094,-0.0112442
1.5,1.0,-129.5816,0.0256763,-0.0141732,-0.0115031
1.5,1.05,-129.5825,0.0164773,-0.0046941,-0.0117832
1.5,1.1,-129.5826,0.0093039,0.0027789,-0.0120829
1.5,1.15,-129.582,0.0037355,0.0086628,-0.0123984
1.5,1.2,-129.581,-0.0005477,0.0132725,-0.0127247
1.5,1.25,-129.5796,-0.0037947,0.0168512,-0.0130564
1.5,1.3,-129.5778,-0.0061999,0.0195879,-0.013388
1.5,1.35,-129.5759,-0.0079146,0.0216289,-0.0137142
1.5,1.4,-129.5738,-0.0090611,0.0230915,-0.0140304
1.5,1.45,-129.5715,-0.0097357,0.0240679,-0.0143321
1.5,1.5,-129.5692,-0.0100151,0.024631,-0.0146159
1.5,1.55,-129.5669,-0.0099641,0.0248428,-0.0148786
1.5,1.6,-129.5645,-0.0096368,0.0247549,-0.015118
1.5,1.65,-129.5622,-0.0090795,0.024412,-0.0153325
1.5,1.7,-129.5599,-0.0083353,0.0238564,-0.015521
1.5,1.75,-129.5577,-0.0074451,0.0231285,-0.0156834
1.5,1.8,-129.5556,-0.0064455,0.0222651,-0.0158196
1.5,1.85,-129.5535,-0.0053698,0.0213003,-0.0159305
1.5,1.9,-129.5515,-0.0042493,0.0202662,-0.0160168
1.5,1.95,-129.5497,-0.0031109,0.0191909,-0.0160799
1.5,2.0,-129.5479,-0.0019762,0.0180971,-0.0161209
1.5,2.05,-129.5463,-0.0008618,0.0170029,-0.0161411
1.5,2.1,-129.5447,0.000219,0.0159226,-0.0161417
1.5,2.15,-129.5433,0.0012565,0.0148675,-0.016124
1.5,2.2,-129.5419,0.0022439,0.0138452,-0.0160892
1.5,2.25,-129.5406,0.0031779,0.0128605,-0.0160385
1.5,2.3,-129.5395,0.0040569,0.011916,-0.015973
1.5,2.35,-129.5384,0.0048804,0.0110134,-0.0158938
1.5,2.4,-129.5374,0.0056479,0.0101541,-0.0158021
1.5,2.45,-129.5365,0.0063602,0.0093387,-0.0156989
1.5,2.5,-129.5356,0.0070187,0.0085666,-0.0155854
1.5,2.55,-129.5348,0.0076263,0.0078362,-0.0154626
1.5,2.6,-129.5341,0.0081857,0.0071458,-0.0153316
1.5,2.65,-129.5335,0.0086999,0.0064936,-0.0151935
1.5,2.7,-129.5329,0.0091709,0.0058784,-0.0150494
1.5,2.75,-129.5324,0.0096008,0.0052992,-0.0149001
1.5,2.8,-129.5319,0.0099919,0.0047548,-0.0147467
1.5,2.85,-129.5315,0.0103461,0.0042439,-0.0145901
1.5,2.9,-129.5311,0.0106659,0.003765,-0.014431
1.5,2.95,-129.5308,0.0109533,0.0033171,-0.0142704
1.5,3.0,-129.5305,0.0112103,0.0028986,-0.0141089
1.5,3.05,-129.5302,0.011439,0.0025082,-0.0139472
1.5,3.1,-129.53,0.0116416,0.0021442,-0.0137859
1.5,3.15,-129.5298,0.01182,0.0018053,-0.0136254
1.5,3.2,-129.5297,0.0119762,0.00149,-0.0134663
1.5,3.25,-129.5295,0.0121118,0.0011972,-0.013309
1.5,3.3,-129.5294,0.012228,0.0009261,-0.0131541
1.5,3.35,-129.5294,0.0123262,0.0006756,-0.0130019
1.5,3.4,-129.5293,0.0124076,0.0004447,-0.0128524
1.5,3.45,-129.5293,0.0124735,0.0002323,-0.0127059
1.5,3.5,-129.5293,0.0125253,3.71e-05,-0.0125625
1.5,3.55,-129.5293,0.0125644,-0.0001418,-0.0124225
1.5,3.6,-129.5293,0.0125919,-0.0003058,-0.012286
1.5,3.65,-129.5293,0.0126088,-0.0004555,-0.0121532
1.5,3.7,-129.5294,0.0126161,-0.0005919,-0.0120242
1.5,3.75,-129.5294,0.0126147,-0.0007158,-0.0118989
1.5,3.8,-129.5295,0.0126052,-0.0008279,-0.0117773
1.5,3.85,-129.5296,0.0125885,-0.0009291,-0.0116593
1.5,3.9,-129.5297,0.0125651,-0.0010202,-0.0115448
1.5,3.95,-129.5298,0.0125359,-0.0011019,-0.0114339
1.5,4.0,-129.5299,0.0125017,-0.001175,-0.0113266
1.55,0.5,-129.4205,0.5678543,-0.5562851,-0.0115692
1.55,0.55,-129.4656,0.4175293,-0.4059749,-0.0115543
1.55,0.6,-129.4986,0.3102334,-0.2986511,-0.0115822
1.55,0.65,-129.5229,0.2321866,-0.2205467,-0.0116399
1.55,0.7,-129.5409,0.1744685,-0.1627549,-0.0117136
1.55,0.75,-129.5541,0.1311633,-0.1193687,-0.0117945
1.55,0.8,-129.5638,0.0982648,-0.086384,-0.0118807
1.55,0.85,-129.5707,0.0730089,-0.0610336,-0.0119753
1.55,0.9,-129.5755,0.0534583,-0.0413744,-0.0120839
1.55,0.95,-129.5786,0.0382297,-0.0260177,-0.012212
1.55,1.0,-129.5805,0.0263217,-0.0139588,-0.0123629
1.55,1.05,-129.5814,0.0169951,-0.0044575,-0.0125376
1.55,1.1,-129.5814,0.0096994,0.0030349,-0.0127343
1.55,1.15,-129.5808,0.0040158,0.0089336,-0.0129494
1.55,1.2,-129.5798,-0.0003748,0.0135528,-0.013178
1.55,1.25,-129.5783,-0.0037207,0.0171356,-0.0134148
1.55,1.3,-129.5766,-0.0062166,0.0198711,-0.0136545
1.55,1.35,-129.5746,-0.0080139,0.0219059,-0.0138919
1.55,1.4,-129.5724,-0.0092352,0.0233579,-0.0141226
1.55,1.45,-129.5702,-0.0099772,0.0243199,-0.0143426
1.55,1.5,-129.5679,-0.010317,0.0248654,-0.0145484
1.55,1.55,-129.5655,-0.0103196,0.025057,-0.0147373
1.55,1.6,-129.5631,-0.0100398,0.0249472,-0.0149073
1.55,1.65,-129.5608,-0.0095241,0.0245811,-0.015057
1.55,1.7,-129.5585,-0.0088163,0.0240018,-0.0151854
1.55,1.75,-129.5563,-0.0079577,0.02325,-0.0152923
1.55,1.8,-129.5541,-0.0069853,0.0223632,-0.0153779
1.55,1.85,-129.552,-0.0059331,0.0213758,-0.0154427
1.55,1.9,-129.5501,-0.0048325,0.02032,-0.0154875
1.55,1.95,-129.5482,-0.0037108,0.0192241,-0.0155133
1.55,2.0,-129.5464,-0.0025898,0.018111,-0.0155211
1.55,2.05,-129.5448,-0.0014864,0.0169985,-0.0155121
1.55,2.1,-129.5432,-0.000414,0.0159012,-0.0154872
1.55,2.15,-129.5418,0.0006173,0.0148302,-0.0154475
1.55,2.2,-129.5404,0.001601,0.0137931,-0.0153942
1.55,2.25,-129.5392,0.0025333,0.0127947,-0.0153281
1.55,2.3,-129.538,0.0034127,0.0118375,-0.0152503
1.55,2.35,-129.5369,0.0042384,0.0109232,-0.0151616
1.55,2.4,-129.5359,0.0050099,0.0100533,-0.0150632
1.55,2.45,-129.535,0.0057276,0.0092283,-0.0149559
1.55,2.5,-129.5342,0.0063931,0.0084476,-0.0148407
1.55,2.55,-129.5334,0.0070087,0.0077097,-0.0147185
1.55,2.6,-129.5327,0.0075775,0.0070126,-0.0145901
1.55,2.65,-129.5321,0.0081018,0.0063548,-0.0144567
1.55,2.7,-129.5315,0.0085838,0.005735,-0.0143189
1.55,2.75,-129.531,0.0090256,0.005152,-0.0141776
1.55,2.8,-129.5305,0.009429,0.0046046,-0.0140336
1.55,2.85,-129.5301,0.0097961,0.0040914,-0.0138876
1.55,2.9,-129.5298,0.0101291,0.0036112,-0.0137403
1.55,2.95,-129.5295,0.0104299,0.0031625,-0.0135925
1.55,3.0,-129.5292,0.0107007,0.0027439,-0.0134447
1.55,3.05,-129.5289,0.0109434,0.0023539,-0.0132974
1.55,3.1,-129.5287,0.0111601,0.0019909,-0.013151
1.55,3.15,-129.5286,0.0113526,0.0016533,-0.0130059
1.55,3.2,-129.5284,0.0115228,0.0013398,-0.0128626
1.55,3.25,-129.5283,0.0116721,0.0010493,-0.0127215
1.55,3.3,-129.5282,0.0118021,0.0007808,-0.0125829
1.55,3.35,-129.5282,0.0119139,0.0005331,-0.012447
1.55,3.4,-129.5281,0.0120089,0.0003051,-0.012314
1.55,3.45,-129.5281,0.0120882,9.57e-05,-0.0121839
1.55,3.5,-129.5281,0.0121531,-9.62e-05,-0.0120569
1.55,3.55,-129.5281,0.012205,-0.0002719,-0.0119331
1.55,3.6,-129.5281,0.0122451,-0.0004323,-0.0118127
1.55,3.65,-129.5282,0.0122742,-0.0005784,-0.0116958
1.55,3.7,-129.5283,0.0122935,-0.0007111,-0.0115823
1.55,3.75,-129.5283,0.0123038,-0.0008314,-0.0114724
1.55,3.8,-129.5284,0.0123059,-0.0009401,-0.0113658
1.55,3.85,-129.5285,0.0123005,-0.0010379,-0.0112626
1.55,3.9,-129.5286,0.0122882,-0.0011255,-0.0111626
1.55,3.95,-129.5287,0.0122697,-0.0012039,-0.0110658
1.55,4.0,-129.5288,0.0122459,-0.0012737,-0.0109722
1.6,0.5,-129.4193,0.5694657,-0.5563826,-0.013083
1.6,0.55,-129.4644,0.4189862,-0.4060287,-0.0129575
1.6,0.6,-129.4974,0.3115386,-0.2986688,-0.0128697
1.6,0.65,-129.5218,0.2333522,-0.2205391,-0.0128131
1.6,0.7,-129.5397,0.1755112,-0.1627319,-0.0127792
1.6,0.75,-129.553,0.132097,-0.1193361,-0.0127609
1.6,0.8,-129.5626,0.0990966,-0.0863422,-0.0127544
1.6,0.85,-129.5695,0.0737389,-0.0609791,-0.0127598
1.6,0.9,-129.5743,0.0540828,-0.0413025,-0.0127803
1.6,0.95,-129.5775,0.0387445,-0.0259241,-0.0128203
1.6,1.0,-129.5793,0.0267244,-0.0138411,-0.0128832
1.6,1.05,-129.5802,0.0172866,-0.004316,-0.0129705
1.6,1.1,-129.5802,0.0098834,0.0031977,-0.0130811
1.6,1.15,-129.5796,0.0040984,0.0091135,-0.0132119
1.6,1.2,-129.5785,-0.0003863,0.0137449,-0.0133585
1.6,1.25,-129.577,-0.0038185,0.0173345,-0.013516
1.6,1.3,-129.5753,-0.0063926,0.0200717,-0.0136791
1.6,1.35,-129.5733,-0.0082605,0.0221036,-0.0138431
1.6,1.4,-129.5711,-0.0095448,0.0235484,-0.0140036
1.6,1.45,-129.5688,-0.0103428,0.0244996,-0.0141568
1.6,1.5,-129.5665,-0.0107318,0.0250315,-0.0142996
1.6,1.55,-129.5641,-0.0107776,0.0252072,-0.0144295
1.6,1.6,-129.5617,-0.010535,0.0250797,-0.0145446
1.6,1.65,-129.5594,-0.0100513,0.0246949,-0.0146435
1.6,1.7,-129.5571,-0.0093708,0.0240962,-0.0147254
1.6,1.75,-129.5548,-0.0085352,0.0233251,-0.0147899
1.6,1.8,-129.5527,-0.0075819,0.0224193,-0.0148374
1.6,1.85,-129.5506,-0.0065455,0.0214135,-0.014868
1.6,1.9,-129.5486,-0.0054577,0.0203401,-0.0148824
1.6,1.95,-129.5468,-0.004346,0.0192275,-0.0148815
1.6,2.0,-129.545,-0.0032326,0.0180987,-0.014866
1.6,2.05,-129.5433,-0.0021345,0.0169715,-0.0148369
1.6,2.1,-129.5418,-0.0010653,0.0158605,-0.0147951
1.6,2.15,-129.5403,-3.51e-05,0.0147767,-0.0147415
1.6,2.2,-129.539,0.000949,0.0137278,-0.0146769
1.6,2.25,-129.5377,0.0018836,0.0127184,-0.0146021
1.6,2.3,-129.5366,0.0027668,0.0117511,-0.014518
1.6,2.35,-129.5355,0.0035976,0.0108278,-0.0144255
1.6,2.4,-129.5345,0.0043756,0.0099496,-0.0143253
1.6,2.45,-129.5336,0.005101,0.0091172,-0.0142182
1.6,2.5,-129.5328,0.0057751,0.00833,-0.0141051
1.6,2.55,-129.5321,0.0064003,0.0075864,-0.0139867
1.6,2.6,-129.5314,0.0069793,0.0068845,-0.0138639
1.6,2.65,-129.5308,0.0075145,0.0062228,-0.0137373
1.6,2.7,-129.5302,0.008008,0.0055997,-0.0136078
1.6,2.75,-129.5297,0.0084617,0.0050141,-0.0134759
1.6,2.8,-129.5293,0.0088774,0.0044648,-0.0133423
1.6,2.85,-129.5289,0.009257,0.0039505,-0.0132076
1.6,2.9,-129.5285,0.0096027,0.0034698,-0.0130725
1.6,2.95,-129.5282,0.0099162,0.0030212,-0.0129375
1.6,3.0,-129.5279,0.0101998,0.0026032,-0.012803
1.6,3.05,-129.5277,0.0104554,0.002214,-0.0126695
1.6,3.1,-129.5275,0.0106849,0.0018523,-0.0125373
1.6,3.15,-129.5274,0.0108902,0.0015164,-0.0124067
1.6,3.2,-129.5272,0.011073,0.001205,-0.012278
1.6,3.25,-129.5271,0.0112347,0.0009169,-0.0121517
1.6,3.3,-129.5271,0.0113768,0.000651,-0.0120279
1.6,3.35,-129.527,0.0115006,0.0004061,-0.0119067
1.6,3.4,-129.527,0.0116074,0.000181,-0.0117884
1.6,3.45,-129.527,0.0116983,-2.54e-05,-0.0116729
1.6,3.5,-129.527,0.0117747,-0.0002143,-0.0115604
1.6,3.55,-129.527,0.0118376,-0.0003867,-0.0114509
1.6,3.6,-129.5271,0.0118884,-0.0005439,-0.0113445
1.6,3.65,-129.5271,0.011928,-0.0006866,-0.0112413
1.6,3.7,-129.5272,0.0119574,-0.000816,-0.0111414
1.6,3.75,-129.5273,0.0119777,-0.000933,-0.0110447
1.6,3.8,-129.5274,0.0119895,-0.0010384,-0.0109511
1.6,3.85,-129.5275,0.0119936,-0.0011331,-0.0108605
1.6,3.9,-129.5276,0.0119905,-0.0012177,-0.0107728
1.6,3.95,-129.5277,0.0119811,-0.001293,-0.0106881
1.6,4.0,-129.5278,0.011966,-0.0013597,-0.0106062
1.65,0.5,-129.4181,0.5704837,-0.5565595,-0.0139242
1.65,0.55,-129.4631,0.4199089,-0.406169,-0.0137399
1.65,0.6,-129.4962,0.3123644,-0.2987759,-0.0135884
1.65,0.65,-129.5205,0.2340853,-0.220619,-0.0134662
1.65,0.7,-129.5385,0.1761595,-0.1627921,-0.0133673
1.65,0.75,-129.5517,0.1326675,-0.1193825,-0.0132849
1.65,0.8,-129.5614,0.0995915,-0.0863775,-0.0132139
1.65,0.85,-129.5683,0.0741552,-0.0610023,-0.0131529
1.65,0.9,-129.5731,0.0544137,-0.0413095,-0.0131042
1.65,0.95,-129.5762,0.0389831,-0.0259105,-0.0130726
1.65,1.0,-129.5781,0.0268663,-0.0138038,-0.0130624
1.65,1.05,-129.5789,0.0173306,-0.0042543,-0.0130763
1.65,1.1,-129.579,0.0098322,0.0032821,-0.0131143
1.65,1.15,-129.5784,0.0039572,0.0092171,-0.0131743
1.65,1.2,-129.5773,-0.0006106,0.0138631,-0.0132524
1.65,1.25,-129.5758,-0.0041184,0.0174623,-0.0133439
1.65,1.3,-129.574,-0.0067603,0.0202042,-0.0134438
1.65,1.35,-129.572,-0.0086885,0.0222362,-0.0135477
1.65,1.4,-129.5698,-0.0100259,0.0236772,-0.0136512
1.65,1.45,-129.5675,-0.0108703,0.0246212,-0.0137509
1.65,1.5,-129.5652,-0.0112995,0.0251431,-0.0138436
1.65,1.55,-129.5628,-0.0113796,0.0253066,-0.013927
1.65,1.6,-129.5604,-0.0111662,0.0251654,-0.0139992
1.65,1.65,-129.558,-0.0107068,0.0247659,-0.014059
1.65,1.7,-129.5557,-0.0100464,0.0241519,-0.0141055
1.65,1.75,-129.5535,-0.009227,0.0233654,-0.0141384
1.65,1.8,-129.5513,-0.0082867,0.0224443,-0.0141575
1.65,1.85,-129.5492,-0.0072603,0.0214237,-0.0141633
1.65,1.9,-129.5473,-0.0061799,0.0203361,-0.0141562
1.65,1.95,-129.5454,-0.0050734,0.0192101,-0.0141367
1.65,2.0,-129.5436,-0.003963,0.0180686,-0.0141055
1.65,2.05,-129.542,-0.0028662,0.0169296,-0.0140633
1.65,2.1,-129.5404,-0.0017965,0.0158075,-0.014011
1.65,2.15,-129.539,-0.0007643,0.0147135,-0.0139491
1.65,2.2,-129.5376,0.0002233,0.0136551,-0.0138784
1.65,2.25,-129.5364,0.0011626,0.012637,-0.0137997
1.65,2.3,-129.5353,0.0020517,0.0116619,-0.0137136
1.65,2.35,-129.5342,0.0028894,0.0107314,-0.0136208
1.65,2.4,-129.5332,0.0036752,0.0098468,-0.0135221
1.65,2.45,-129.5323,0.0044093,0.0090087,-0.0134181
1.65,2.5,-129.5315,0.0050928,0.0082165,-0.0133094
1.65,2.55,-129.5308,0.0057281,0.0074687,-0.0131968
1.65,2.6,-129.5301,0.0063175,0.0067634,-0.0130809
1.65,2.65,-129.5295,0.0068636,0.0060988,-0.0129624
1.65,2.7,-129.529,0.0073683,0.0054736,-0.0128419
1.65,2.75,-129.5285,0.0078335,0.0048864,-0.0127199
1.65,2.8,-129.528,0.0082608,0.0043361,-0.012597
1.65,2.85,-129.5276,0.0086521,0.0038214,-0.0124736
1.65,2.9,-129.5273,0.0090095,0.0033407,-0.0123503
1.65,2.95,-129.527,0.0093347,0.0028927,-0.0122275
1.65,3.0,-129.5268,0.00963,0.0024756,-0.0121056
1.65,3.05,-129.5265,0.0098972,0.0020877,-0.011985
1.65,3.1,-129.5264,0.0101383,0.0017275,-0.0118658
1.65,3.15,-129.5262,0.0103549,0.0013935,-0.0117484
1.65,3.2,-129.5261,0.0105487,0.0010842,-0.011633
1.65,3.25,-129.526,0.0107213,0.0007986,-0.0115199
1.65,3.3,-129.5259,0.010874,0.0005353,-0.0114093
1.65,3.35,-129.5259,0.0110082,0.000293,-0.0113013
1.65,3.4,-129.5259,0.0111253,7.07e-05,-0.011196
1.65,3.45,-129.5259,0.0112263,-0.0001329,-0.0110934
1.65,3.5,-129.5259,0.0113124,-0.0003189,-0.0109935
1.65,3.55,-129.526,0.0113848,-0.0004884,-0.0108964
1.65,3.6,-129.526,0.0114447,-0.0006424,-0.0108022
1.65,3.65,-129.5261,0.0114932,-0.0007821,-0.010711
1.65,3.7,-129.5262,0.0115312,-0.0009084,-0.0106228
1.65,3.75,-129.5262,0.0115598,-0.0010224,-0.0105374
1.65,3.8,-129.5263,0.0115798,-0.0011249,-0.0104549
1.65,3.85,-129.5265,0.0115918,-0.0012167,-0.0103751
1.65,3.9,-129.5266,0.0115965,-0.0012985,-0.010298
1.65,3.95,-129.5267,0.0115946,-0.0013711,-0.0102234
