x,y,z,force1_x,force2_x,force3_x
1.45,2.05,-100.870149888,0.106896025,0.006042473,-0.112938498
1.45,2.1,-100.869615793,0.108646568,0.005281577,-0.113928145
1.45,2.15,-100.86914854,0.110153912,0.004624762,-0.114778673
1.45,2.2,-100.868739053,0.111452539,0.004056482,-0.115509021
1.45,2.25,-100.868379605,0.112572299,0.003563538,-0.116135837
1.45,2.3,-100.868063633,0.113539186,0.003134472,-0.116673658
1.45,2.35,-100.867785563,0.114375205,0.002759869,-0.117135074
1.45,2.4,-100.867540622,0.115099039,0.002432078,-0.117531117
1.45,2.45,-100.867324696,0.115726444,0.002144703,-0.117871147
1.45,2.5,-100.867134232,0.116270959,0.001892271,-0.11816323
1.45,2.55,-100.866966155,0.116744151,0.001670138,-0.118414289
1.45,2.6,-100.866817793,0.117155902,0.001474352,-0.118630254
1.45,2.65,-100.866686812,0.117514386,0.001301786,-0.118816172
1.45,2.7,-100.866571143,0.117826572,0.001149798,-0.11897637
1.45,2.75,-100.86646897,0.118098815,0.001015661,-0.119114476
1.45,2.8,-100.866378727,0.118336697,0.000896924,-0.119233622
1.45,2.85,-100.866299046,0.118544667,0.000791851,-0.119336518
1.45,2.9,-100.866228701,0.118726373,0.000699092,-0.119425464
1.45,2.95,-100.866166596,0.118885183,0.000617158,-0.119502341
1.45,3.0,-100.86611178,0.119024162,0.000544599,-0.119568761
1.45,3.05,-100.866063422,0.119145897,0.000480309,-0.119626206
1.45,3.1,-100.866020779,0.11925251,0.00042348,-0.11967599
1.45,3.15,-100.865983194,0.119346087,0.000373054,-0.119719141
1.45,3.2,-100.86595011,0.119428368,0.00032811,-0.119756478
1.45,3.25,-100.865921031,0.119500471,0.000288235,-0.119788706
1.45,3.3,-100.865895488,0.119563321,0.000253238,-0.119816558
1.45,3.35,-100.865873039,0.119618132,0.000222571,-0.119840704
1.45,3.4,-100.865853321,0.1196663,0.000195307,-0.119861608
1.45,3.45,-100.865836047,0.119708918,0.000170733,-0.119879651
1.45,3.5,-100.865820981,0.119746602,0.000148585,-0.119895187
1.45,3.55,-100.865807885,0.119779434,0.000129126,-0.11990856
1.45,3.6,-100.865796486,0.119807497,0.000112602,-0.119920098
1.45,3.65,-100.865786536,0.119831721,9.831e-05,-0.119930031
1.45,3.7,-100.865777862,0.119853013,8.5504e-05,-0.119938517
1.45,3.75,-100.865770344,0.119871919,7.3797e-05,-0.119945716
1.45,3.8,-100.865763884,0.119888699,6.311e-05,-0.119951809
1.45,3.85,-100.865758378,0.119903322,5.3694e-05,-0.119957016
1.45,3.9,-100.865753682,0.119915509,4.601e-05,-0.119961519
1.45,3.95,-100.865749636,0.119925526,3.9798e-05,-0.119965324
1.45,4.0,-100.865746138,0.119934151,3.4334e-05,-0.119968485
1.5,0.5,-100.855912311,0.427675228,-0.441218895,0.013543667
1.5,0.55,-100.890134452,0.281963152,-0.292035346,0.010072194
1.5,0.6,-100.912478619,0.180445397,-0.186923216,0.006477819
1.5,0.65,-100.926402992,0.109215322,-0.111978012,0.00276269
1.5,0.7,-100.934302521,0.059253596,-0.058184353,-0.001069243
1.5,0.75,-100.937872917,0.024545208,-0.019523854,-0.005021354
1.5,0.8,-100.938337768,0.000989627,0.008117562,-0.00910719
1.5,0.85,-100.936594635,-0.014266432,0.027612799,-0.013346367
1.5,0.9,-100.933311239,-0.023250459,0.04100846,-0.017758001
1.5,0.95,-100.928990071,-0.027435432,0.049790447,-0.022355015
1.5,1.0,-100.924012637,-0.027917206,0.055057243,-0.027140037
1.5,1.05,-100.91867025,-0.025532514,0.057635158,-0.032102644
1.5,1.1,-100.913185757,-0.020939932,0.058157867,-0.037217935
1.5,1.15,-100.907729,-0.014674932,0.057121703,-0.042446772
1.5,1.2,-100.902427812,-0.00718665,0.054924573,-0.047737923
1.5,1.25,-100.897375994,0.001139128,0.051892711,-0.053031839
1.5,1.3,-100.892639211,0.009967888,0.048297402,-0.05826529
1.5,1.35,-100.888259659,0.019010162,0.04436577,-0.063375932
1.5,1.4,-100.884259913,0.028019749,0.04028638,-0.068306129
1.5,1.45,-100.880646417,0.036792872,0.0362129,-0.073005771
1.5,1.5,-100.877412633,0.045167721,0.032266449,-0.07743417
1.5,1.55,-100.874542081,0.053024288,0.028536909,-0.081561198
1.5,1.6,-100.872011133,0.060281768,0.025086023,-0.085367792
1.5,1.65,-100.869791597,0.066896652,0.021949142,-0.088845794
1.5,1.7,-100.867853013,0.072857335,0.019139755,-0.09199709
1.5,1.75,-100.8661645,0.078178089,0.016653995,-0.094832084
1.5,1.8,-100.864696204,0.082892944,0.014474747,-0.097367691
1.5,1.85,-100.86342029,0.087047851,0.0125773,-0.099625151
1.5,1.9,-100.862311465,0.090695006,0.010932968,-0.101627974
1.5,1.95,-100.861347239,0.093888679,0.009511564,-0.103400243
1.5,2.0,-100.860507929,0.096681129,0.008284281,-0.104965411
1.5,2.05,-100.859776454,0.099120696,0.00722481,-0.106345506
1.5,2.1,-100.859138109,0.101251485,0.006309222,-0.107560708
1.5,2.15,-100.858580315,0.103112665,0.005516578,-0.108629244
1.5,2.2,-100.858092312,0.104738281,0.004829283,-0.109567563
1.5,2.25,-100.857664871,0.106157878,0.004232279,-0.110390157
1.5,2.3,-100.857290101,0.107397611,0.003712393,-0.111110004
1.5,2.35,-100.85696125,0.108480015,0.003258662,-0.111738677
1.5,2.4,-100.856672502,0.109424385,0.002862148,-0.112286533
1.5,2.45,-100.856418824,0.110247776,0.002515158,-0.112762933
1.5,2.5,-100.856195857,0.110965119,0.002211058,-0.113176177
1.5,2.55,-100.85599982,0.11158945,0.001944268,-0.113533718
1.5,2.6,-100.855827421,0.112132399,0.001709989,-0.113842388
1.5,2.65,-100.855675781,0.112604072,0.00150426,-0.114108332
1.5,2.7,-100.855542363,0.113013226,0.001323731,-0.114336956
1.5,2.75,-100.855424945,0.113368164,0.001165057,-0.114533221
1.5,2.8,-100.855321606,0.113676183,0.001025257,-0.11470144
1.5,2.85,-100.855230675,0.113943295,0.000902129,-0.114845424
1.5,2.9,-100.85515066,0.114174669,0.000793886,-0.114968555
1.5,2.95,-100.855080243,0.114375206,0.000698635,-0.115073841
1.5,3.0,-100.855018283,0.114549208,0.000614633,-0.115163841
1.5,3.05,-100.854963782,0.114700162,0.000540574,-0.115240737
1.5,3.1,-100.854915849,0.114831042,0.000475395,-0.115306437
1.5,3.15,-100.854873708,0.114944834,0.000417766,-0.1153626
1.5,3.2,-100.854836701,0.11504405,0.000366574,-0.115410624
1.5,3.25,-100.854804249,0.115130377,0.000321299,-0.115451676
1.5,3.3,-100.854775804,0.115205054,0.000281728,-0.115486782
1.5,3.35,-100.854750854,0.115269693,0.000247127,-0.11551682
1.5,3.4,-100.854728981,0.115326075,0.000216431,-0.115542506
1.5,3.45,-100.854709856,0.11537558,0.000188876,-0.115564456
1.5,3.5,-100.854693199,0.115419049,0.000164171,-0.11558322
1.5,3.55,-100.854678735,0.115456756,0.000142539,-0.115599296
1.5,3.6,-100.854666161,0.115488934,0.000124119,-0.115613053
1.5,3.65,-100.854655203,0.115516623,0.000108141,-0.115624764
1.5,3.7,-100.854645672,0.11554084,9.3841e-05,-0.115634681
1.5,3.75,-100.854637429,0.115562204,8.0844e-05,-0.115643049
1.5,3.8,-100.854630356,0.115581028,6.9099e-05,-0.115650126
1.5,3.85,-100.854624323,0.11559731,5.8892e-05,-0.115656203
1.5,3.9,-100.854619171,0.115611003,5.0444e-05,-0.115661447
1.5,3.95,-100.854614743,0.115622348,4.3474e-05,-0.115665822
1.5,4.0,-100.85461093,0.115632062,3.7342e-05,-0.115669403
1.55,0.5,-100.857064507,0.42717371,-0.438112076,0.010938366
1.55,0.55,-100.89098769,0.280749625,-0.288813064,0.008063439
1.55,0.6,-100.913021853,0.178506293,-0.183584065,0.005077771
1.55,0.65,-100.926625357,0.106543049,-0.108525923,0.001982873
1.55,0.7,-100.934193418,0.055839182,-0.05461955,-0.001219632
1.55,0.75,-100.937421332,0.020371946,-0.015836889,-0.004535057
1.55,0.8,-100.937531359,-0.003966999,0.011944625,-0.007977626
1.55,0.85,-100.935419174,-0.020033741,0.031600895,-0.011567154
1.55,0.9,-100.931750609,-0.029851783,0.045175808,-0.015324025
1.55,0.95,-100.927026743,-0.034883396,0.054148115,-0.019264719
1.55,1.0,-100.921628508,-0.036207531,0.059605785,-0.023398254
1.55,1.05,-100.915847764,-0.034638971,0.062362086,-0.027723115
1.55,1.1,-100.909909215,-0.030811562,0.063036296,-0.032224735
1.55,1.15,-100.903985917,-0.025236507,0.062110709,-0.036874203
1.55,1.2,-100.898210143,-0.018342846,0.059971656,-0.04162881
1.55,1.25,-100.892681044,-0.010502976,0.056937909,-0.046434933
1.55,1.3,-100.887470112,-0.002045684,0.053278213,-0.051232529
1.55,1.35,-100.882625379,0.006738476,0.049221807,-0.055960283
1.55,1.4,-100.878174878,0.015597187,0.044963046,-0.060560233
1.55,1.45,-100.874129834,0.024317293,0.04066391,-0.064981203
1.55,1.5,-100.870487627,0.032725611,0.036455344,-0.069180955
1.55,1.55,-100.867234727,0.040689498,0.032437796,-0.073127294
1.55,1.6,-100.864349445,0.048114717,0.028683699,-0.076798416
1.55,1.65,-100.861804537,0.054944074,0.025238606,-0.08018268
1.55,1.7,-100.859569576,0.061152732,0.022125116,-0.083277849
1.55,1.75,-100.857612922,0.066742986,0.019346847,-0.086089833
1.55,1.8,-100.85590335,0.071738835,0.0168922,-0.088631034
1.55,1.85,-100.854411228,0.076178523,0.01473995,-0.090918473
1.55,1.9,-100.853109227,0.080108888,0.012863065,-0.092971953
1.55,1.95,-100.851972734,0.083580904,0.011231556,-0.09481246
1.55,2.0,-100.850979977,0.086645122,0.009815795,-0.096460917
1.55,2.05,-100.8501119,0.089349339,0.008587981,-0.09793732
1.55,2.1,-100.849351977,0.091737818,0.007522403,-0.099260221
1.55,2.15,-100.848685982,0.093850213,0.006596303,-0.100446516
1.55,2.2,-100.848101678,0.095721165,0.005790252,-0.101511417
1.55,2.25,-100.847588534,0.097380931,0.005087448,-0.102468378
1.55,2.3,-100.847137502,0.098856055,0.004473246,-0.1033293
1.55,2.35,-100.846740812,0.100169475,0.003935333,-0.104104809
1.55,2.4,-100.846391748,0.101340596,0.003463614,-0.10480421
1.55,2.45,-100.846084476,0.102386257,0.003049375,-0.105435633
1.55,2.5,-100.845813934,0.103321337,0.002684949,-0.106006286
1.55,2.55,-100.845575725,0.104158384,0.002364014,-0.106522398
1.55,2.6,-100.845365995,0.104908192,0.002081355,-0.106989547
1.55,2.65,-100.845181347,0.105580585,0.001832341,-0.107412926
1.55,2.7,-100.845018802,0.106183952,0.001612875,-0.107796827
1.55,2.75,-100.844875741,0.106725349,0.001419355,-0.108144704
1.55,2.8,-100.844749871,0.107211605,0.001248464,-0.108460069
1.55,2.85,-100.84463919,0.107648589,0.00109749,-0.10874608
1.55,2.9,-100.844541911,0.108040804,0.000964471,-0.109005275
1.55,2.95,-100.844456427,0.108392644,0.000847457,-0.1092401
1.55,3.0,-100.844381332,0.10870882,0.000744189,-0.109453009
1.55,3.05,-100.844315421,0.108992941,0.000652837,-0.109645777
1.55,3.1,-100.844257624,0.109247075,0.000572268,-0.109819343
1.55,3.15,-100.844206974,0.109473791,0.000501329,-0.109975121
1.55,3.2,-100.844162625,0.10967668,0.000438702,-0.110115382
1.55,3.25,-100.84412384,0.10985862,0.00038343,-0.11024205
1.55,3.3,-100.844089955,0.110020775,0.0003349,-0.110355675
1.55,3.35,-100.844060359,0.110163886,0.000292489,-0.110456375
1.55,3.4,-100.844034524,0.110290242,0.000255122,-0.110545364
1.55,3.45,-100.84401202,0.110402196,0.000221864,-0.11062406
1.55,3.5,-100.843992484,0.110501417,0.000192242,-0.110693659
1.55,3.55,-100.843975574,0.110588318,0.000166346,-0.110754664
1.55,3.6,-100.843960928,0.110663312,0.000144254,-0.110807566
1.55,3.65,-100.843948221,0.110728171,0.000125137,-0.110853309
1.55,3.7,-100.843937214,0.110784717,0.000108156,-0.110892872
1.55,3.75,-100.843927729,0.11083413,9.287e-05,-0.110927
1.55,3.8,-100.843919614,0.110876951,7.9194e-05,-0.110956145
1.55,3.85,-100.843912705,0.110913125,6.7394e-05,-0.110980519
1.55,3.9,-100.843906815,0.110943155,5.7571e-05,-0.111000726
1.55,3.95,-100.843901774,0.110968438,4.9372e-05,-0.11101781
1.55,4.0,-100.843897454,0.110990113,4.2184e-05,-0.111032298
1.6,0.5,-100.857994682,0.42672315,-0.435544111,0.008820961
1.6,0.55,-100.891670378,0.279699838,-0.286141691,0.006441853
1.6,0.6,-100.913447175,0.176843592,-0.18080798,0.003964388
1.6,0.65,-100.926783504,0.104258523,-0.105646876,0.001388353
1.6,0.7,-100.934074621,0.052922591,-0.051635552,-0.001287038
1.6,0.75,-100.937015268,0.016805998,-0.012737927,-0.004068071
1.6,0.8,-100.9368264,-0.008207727,0.015175636,-0.006967909
1.6,0.85,-100.934401899,-0.024979691,0.03498411,-0.010004419
1.6,0.9,-100.930405711,-0.035533543,0.048730345,-0.013196802
1.6,0.95,-100.925337293,-0.041326109,0.057888636,-0.016562527
1.6,1.0,-100.919576526,-0.043424908,0.063539403,-0.020114494
1.6,1.05,-100.913415074,-0.042627303,0.066485322,-0.023858018
1.6,1.1,-100.907078579,-0.039544844,0.067332462,-0.027787618
1.6,1.15,-100.900742355,-0.034664259,0.066548582,-0.031884323
1.6,1.2,-100.894542287,-0.028391935,0.064506351,-0.036114416
1.6,1.25,-100.888582292,-0.021083402,0.061514209,-0.040430807
1.6,1.3,-100.882939373,-0.013058582,0.057835577,-0.044776995
1.6,1.35,-100.877667318,-0.004607364,0.053699827,-0.049092463
1.6,1.4,-100.872799673,0.004012318,0.049306037,-0.053318355
1.6,1.45,-100.868352574,0.012577791,0.044824049,-0.05740184
1.6,1.5,-100.864327475,0.02090445,0.040394404,-0.061298854
1.6,1.55,-100.860713974,0.028847553,0.036127803,-0.064975356
1.6,1.6,-100.857492541,0.036300664,0.032106884,-0.068407548
1.6,1.65,-100.85463715,0.043194625,0.028386836,-0.07158146
1.6,1.7,-100.852117726,0.049493208,0.02499888,-0.074492087
1.6,1.75,-100.849902228,0.055188337,0.021953862,-0.077142199
1.6,1.8,-100.847958426,0.060295141,0.019245728,-0.079540869
1.6,1.85,-100.846255244,0.064844808,0.016857021,-0.081701829
1.6,1.9,-100.84476363,0.068879025,0.014762811,-0.083641836
1.6,1.95,-100.843457123,0.072445383,0.012933823,-0.085379206
1.6,2.0,-100.842312084,0.075592513,0.011340085,-0.086932598
1.6,2.05,-100.841307658,0.078367384,0.009952767,-0.088320151
1.6,2.1,-100.84042564,0.080814198,0.008744755,-0.089558953
1.6,2.15,-100.839650262,0.082973045,0.007691732,-0.090664777
1.6,2.2,-100.838967899,0.084879321,0.006772645,-0.091651965
1.6,2.25,-100.83836678,0.086564095,0.005969141,-0.092533237
1.6,2.3,-100.837836761,0.088054974,0.005265232,-0.093320206
1.6,2.35,-100.837369086,0.089375562,0.004647428,-0.09402299
1.6,2.4,-100.836956172,0.090546388,0.004104364,-0.094650752
1.6,2.45,-100.836591429,0.091585228,0.003626281,-0.09521151
1.6,2.5,-100.836269124,0.092507617,0.003204779,-0.095712396
1.6,2.55,-100.835984256,0.093327182,0.002832777,-0.096159958
1.6,2.6,-100.835732436,0.094055656,0.00250432,-0.096559977
1.6,2.65,-100.8355098,0.094703095,0.002214235,-0.09691733
1.6,2.7,-100.835312948,0.095278698,0.001957769,-0.097236467
1.6,2.75,-100.83513891,0.095790844,0.001730696,-0.097521541
1.6,2.8,-100.834985075,0.096246458,0.001529646,-0.097776104
1.6,2.85,-100.834849118,0.096651645,0.001351831,-0.098003476
1.6,2.9,-100.83472897,0.097012138,0.00119455,-0.098206688
1.6,2.95,-100.834622814,0.097332897,0.001055278,-0.098388175
1.6,3.0,-100.834529052,0.097617977,0.000931871,-0.098549848
1.6,3.05,-100.834446276,0.097871251,0.000822439,-0.098693691
1.6,3.1,-100.834373245,0.098096756,0.00072536,-0.098822116
1.6,3.15,-100.834308851,0.098297782,0.000639442,-0.098937225
1.6,3.2,-100.834252087,0.098476257,0.000563689,-0.099039946
1.6,3.25,-100.834202048,0.098634314,0.000496863,-0.099131177
1.6,3.3,-100.834157959,0.098774818,0.000437504,-0.099212322
1.6,3.35,-100.834119172,0.098900325,0.000384514,-0.09928484
1.6,3.4,-100.833757414,0.105932709,0.000242289,-0.106174997
1.6,3.45,-100.833899728,0.100412172,0.000113542,-0.100525714
1.6,3.5,-100.833889754,0.100358145,9.7933e-05,-0.100456077
1.6,3.55,-100.833881173,0.100311224,8.3882e-05,-0.100395106
1.6,3.6,-100.833873874,0.100270858,7.0772e-05,-0.10034163
1.6,3.65,-100.833867767,0.100235541,5.8702e-05,-0.100294243
1.6,3.7,-100.83386272,0.100203783,4.8513e-05,-0.100252296
1.6,3.75,-100.833858527,0.100174985,4.0569e-05,-0.100215554
1.6,3.8,-100.833855008,0.100149183,3.4093e-05,-0.100183276
1.6,3.85,-100.83363867,0.106258773,6.7954e-05,-0.106326728
1.6,3.9,-100.833632717,0.106274985,5.8275e-05,-0.106333261
1.6,3.95,-100.833627619,0.106288861,4.9823e-05,-0.106338684
1.6,4.0,-100.833623268,0.106300657,4.2416e-05,-0.106343073
1.65,0.5,-100.85874321,0.426343009,-0.43342191,0.007078901
1.65,0.55,-100.892214118,0.278818018,-0.283928421,0.005110403
1.65,0.6,-100.913777388,0.175446444,-0.178501372,0.003054927
1.65,0.65,-100.926891339,0.102335757,-0.10324617,0.000910413
1.65,0.7,-100.933951053,0.050462998,-0.049137056,-0.001325942
1.65,0.75,-100.936650658,0.013792834,-0.010132189,-0.003660645
1.65,0.8,-100.936209952,-0.011798441,0.017903339,-0.006104899
1.65,0.85,-100.93352127,-0.029177866,0.037851411,-0.008673545
1.65,0.9,-100.929246853,-0.04037196,0.05175524,-0.01138328
1.65,0.95,-100.923884534,-0.046836299,0.061087142,-0.014250844
1.65,1.0,-100.917812873,-0.049631978,0.066922985,-0.017291008
1.65,1.05,-100.911322788,-0.049543813,0.070057752,-0.020513939
1.65,1.1,-100.904640064,-0.047164567,0.071086345,-0.023921778
1.65,1.15,-100.897941363,-0.042957545,0.070462458,-0.027504913
1.65,1.2,-100.891365309,-0.037304665,0.068543682,-0.031239018
1.65,1.25,-100.885019927,-0.030540752,0.065625244,-0.035084492
1.65,1.3,-100.878987364,-0.022972966,0.061962058,-0.038989092
1.65,1.35,-100.873327078,-0.014887669,0.057781077,-0.042893408
1.65,1.4,-100.86807823,-0.006547293,0.053284719,-0.046737426
1.65,1.45,-100.863262044,0.001815899,0.048650301,-0.050466201
1.65,1.5,-100.85888424,0.010005441,0.044028082,-0.054033523
1.65,1.55,-100.854937715,0.017864382,0.039539193,-0.057403575
1.65,1.6,-100.851405261,0.025274631,0.035276467,-0.060551098
1.65,1.65,-100.848262244,0.032156258,0.0313045,-0.063460758
1.65,1.7,-100.845479143,0.038463246,0.027662816,-0.066126062
1.65,1.75,-100.843023747,0.044178842,0.024369215,-0.068548058
1.65,1.8,-100.840863071,0.049310837,0.021423083,-0.070733919
1.65,1.85,-100.838964846,0.053884623,0.018810809,-0.072695432
1.65,1.9,-100.837298533,0.057937691,0.016509823,-0.074447514
1.65,1.95,-100.835836025,0.061514977,0.014491903,-0.07600688
1.65,2.0,-100.834551989,0.064663798,0.012727109,-0.077390906
1.65,2.05,-100.833423908,0.067430789,0.011185957,-0.078616746
1.65,2.1,-100.832431996,0.069860594,0.009840272,-0.079700866
1.65,2.15,-100.831559021,0.071994187,0.008664407,-0.080658594
1.65,2.2,-100.830790022,0.073868042,0.007635926,-0.081503968
1.65,2.25,-100.83011202,0.075514555,0.006735182,-0.082249737
1.65,2.3,-100.82951378,0.076962541,0.005944947,-0.082907488
1.65,2.35,-100.828985574,0.078237032,0.005250485,-0.083487517
1.65,2.4,-100.828518958,0.079359508,0.004639386,-0.083998894
1.65,2.45,-100.82810657,0.080348816,0.00410098,-0.084449796
1.65,2.5,-100.827741988,0.081221557,0.003626034,-0.084847591
1.65,2.55,-100.827419597,0.08199184,0.003206711,-0.085198551
1.65,2.6,-100.827134468,0.08267213,0.002836296,-0.085508426
1.65,2.65,-100.826882261,0.083273119,0.002508902,-0.08578202
1.65,2.7,-100.824895195,0.098780526,0.001414379,-0.100194905
1.65,2.75,-100.824768047,0.099127255,0.001278209,-0.100405463
1.65,2.8,-100.824653383,0.09942872,0.001150401,-0.100579121
1.65,2.85,-100.826132889,0.085059054,0.001535428,-0.086594481
1.65,2.9,-100.825996383,0.08538523,0.001357648,-0.086742878
1.65,2.95,-100.825875689,0.085673993,0.001200235,-0.086874227
1.65,3.0,-100.825769009,0.085930095,0.001060654,-0.086990749
1.65,3.05,-100.825674758,0.086157538,0.000936869,-0.087094406
1.65,3.1,-100.825591519,0.086359136,0.000827304,-0.08718644
1.65,3.15,-100.825518021,0.086537684,0.000730431,-0.087268115
1.65,3.2,-100.825026033,0.088595765,0.000125425,-0.08872119
1.65,3.25,-100.825015025,0.088525153,0.000107869,-0.088633023
1.65,3.3,-100.825345431,0.086961567,0.000501014,-0.087462581
1.65,3.35,-100.824997647,0.088410794,7.71e-05,-0.088487894
1.65,3.4,-100.824990969,0.088364171,6.4646e-05,-0.088428816
1.65,3.45,-100.823925298,0.101206237,0.000235628,-0.101441865
1.65,3.5,-100.82390448,0.101256,0.000205662,-0.101461661
1.65,3.55,-100.823886321,0.101299568,0.000179261,-0.101478829
1.65,3.6,-100.823870508,0.101337665,0.000155937,-0.101493602
1.65,3.65,-100.823856766,0.101370792,0.000135359,-0.101506151
1.65,3.7,-100.824969098,0.088174471,1.7302e-05,-0.088191773
1.65,3.75,-100.823834582,0.101424992,0.000100774,-0.101525765
1.65,3.8,-100.824966664,0.088135465,9.127e-06,-0.088144592
1.65,3.85,-100.824965953,0.088118302,5.937e-06,-0.088124239
1.65,3.9,-100.82496554,0.088103117,2.805e-06,-0.088105922
1.65,3.95,-100.824965419,0.088089989,-1.88e-07,-0.088089801
1.65,4.0,-100.823801334,0.101508865,4.6005e-05,-0.10155487
1.7,0.5,-100.859341878,0.426029923,-0.431668503,0.00563858
1.7,0.55,-100.89264336,0.27808503,-0.282094842,0.004009812
1.7,0.6,-100.914029453,0.174280422,-0.176584209,0.002303787
1.7,0.65,-100.926958205,0.100725805,-0.101242648,0.000516843
1.7,0.7,-100.933824365,0.048397677,-0.047042568,-0.001355109
1.7,0.75,-100.936321466,0.011256705,-0.007938589,-0.003318116
1.7,0.8,-100.935668362,-0.014826821,0.020207805,-0.005380984
1.7,0.85,-100.932756143,-0.032725906,0.040281127,-0.007555222
1.7,0.9,-100.928245614,-0.044471506,0.054326013,-0.009854507
1.7,0.95,-100.9226331,-0.051520928,0.063814814,-0.012293886
1.7,1.0,-100.916295736,-0.054932954,0.0698215,-0.014888546
1.7,1.05,-100.90952332,-0.055484578,0.073136307,-0.017651728
1.7,1.1,-100.902541141,-0.053754038,0.074345592,-0.020591554
1.7,1.15,-100.89552636,-0.050183657,0.073890458,-0.023706802
1.7,1.2,-100.888619454,-0.045130305,0.072112916,-0.026982611
1.7,1.25,-100.881931799,-0.038904794,0.069292557,-0.030387762
1.7,1.3,-100.875550231,-0.031796779,0.065672265,-0.033875486
1.7,1.35,-100.869539743,-0.024085232,0.061473439,-0.037388207
1.7,1.4,-100.863945214,-0.016035085,0.056899987,-0.040864903
1.7,1.45,-100.858793173,-0.007887944,0.052136228,-0.044248284
1.7,1.5,-100.854093809,0.000147314,0.0473425,-0.047489814
1.7,1.55,-100.849843488,0.007901032,0.042650957,-0.050551989
1.7,1.6,-100.846027437,0.01524355,0.038165049,-0.053408599
1.7,1.65,-100.8426225,0.022084881,0.03395892,-0.056043801
1.7,1.7,-100.839599792,0.028370402,0.030080306,-0.058450708
1.7,1.75,-100.836927036,0.034076193,0.026553777,-0.060629969
1.7,1.8,-100.834570604,0.039204066,0.023384019,-0.062588084
1.7,1.85,-100.832497157,0.043774844,0.020561239,-0.064336083
1.7,1.9,-100.830674791,0.047822748,0.01806531,-0.065888058
1.7,1.95,-100.829073862,0.051390624,0.015869247,-0.067259872
1.7,2.0,-100.82766743,0.054524938,0.013943346,-0.068468284
1.7,2.05,-100.826431385,0.057272076,0.012257711,-0.069529787
1.7,2.1,-100.82534441,0.059677058,0.010783264,-0.070460322
1.7,2.15,-100.824387841,0.06178151,0.009493181,-0.071274691
1.7,2.2,-100.823545403,0.063623147,0.008363745,-0.071986892
1.7,2.25,-100.822802924,0.065235086,0.007374059,-0.072609145
1.7,2.3,-100.822148092,0.066646966,0.006505628,-0.073152594
1.7,2.35,-100.821570224,0.067884678,0.005742507,-0.073627184
1.7,2.4,-100.821060024,0.068970497,0.005071221,-0.074041718
1.7,2.45,-100.820609376,0.069923711,0.004480182,-0.074403893
1.7,2.5,-100.816392895,0.092271664,0.002390658,-0.094662323
1.7,2.55,-100.816177034,0.092777499,0.002179467,-0.094956966
1.7,2.6,-100.815980774,0.093228653,0.001976487,-0.09520514
1.7,2.65,-100.815803176,0.093631804,0.001784766,-0.09541657
1.7,2.7,-100.815643101,0.093992456,0.001605738,-0.095598194
1.7,2.75,-100.81549931,0.094314915,0.001440226,-0.095755141
1.7,2.8,-100.815370498,0.094602675,0.001288641,-0.095891316
1.7,2.85,-100.818456261,0.074405089,0.001673276,-0.076078365
1.7,2.9,-100.818307497,0.074711604,0.001479576,-0.07619118
1.7,2.95,-100.81817596,0.074982859,0.001308172,-0.076291031
1.7,3.0,-100.818059668,0.075223036,0.001156445,-0.076379481
1.7,3.05,-100.817956878,0.075435855,0.001022038,-0.076457893
1.7,3.1,-100.81786605,0.075624641,0.00090292,-0.076527561
1.7,3.15,-100.817785821,0.075791993,0.000797434,-0.076589427
1.7,3.2,-100.817714973,0.075940094,0.00070414,-0.076644234
1.7,3.25,-100.814694506,0.096114417,0.000434631,-0.096549048
1.7,3.3,-100.814655974,0.096201837,0.000382031,-0.096583868
1.7,3.35,-100.814622127,0.096278733,0.00033532,-0.096614053
1.7,3.4,-100.814592447,0.096346448,0.000293709,-0.096640157
1.7,3.45,-100.814566481,0.0964061,0.000256669,-0.096662769
1.7,3.5,-100.814543807,0.096458477,0.000223977,-0.096682454
1.7,3.55,-100.814524034,0.096504457,0.000195145,-0.096699602
1.7,3.6,-100.814506829,0.096544872,0.000169541,-0.096714414
1.7,3.65,-100.814491902,0.096580157,0.000146879,-0.096727037
1.7,3.7,-100.814478991,0.096610914,0.000126818,-0.096737731
1.7,3.75,-100.814467862,0.096637713,0.000109143,-0.096746856
1.7,3.8,-100.814458288,0.096660861,9.3907e-05,-0.096754768
1.7,3.85,-100.81445005,0.096680891,8.0761e-05,-0.096761652
1.7,3.9,-100.814442979,0.096698426,6.9131e-05,-0.096767556
1.7,3.95,-100.814436949,0.096713795,5.8708e-05,-0.096772502
1.7,4.0,-100.814431845,0.096726984,4.9524e-05,-0.096776508
1.75,0.5,-100.859816566,0.425772376,-0.430219151,0.004446775
1.75,0.55,-100.892977787,0.277476771,-0.280574532,0.003097761
1.75,0.6,-100.914216711,0.173309331,-0.174988696,0.001679365
1.75,0.65,-100.926990997,0.099380625,-0.099567877,0.000187252
1.75,0.7,-100.933694985,0.046666745,-0.045283692,-0.001383053
1.75,0.75,-100.936021673,0.009125746,-0.006089037,-0.003036709
1.75,0.8,-100.93518919,-0.017376577,0.022156846,-0.004780269
1.75,0.85,-100.932087683,-0.035718546,0.042340803,-0.006622258
1.75,0.9,-100.927376802,-0.047936063,0.056509551,-0.008573488
1.75,0.95,-100.921551547,-0.055489957,0.066136908,-0.01064695
1.75,1.0,-100.914987641,-0.059439829,0.072297055,-0.012857226
